ID,Proveedor,Contacto comercial,Email,Teléfono, Saldo pendiente ,Fecha de última compra,
P0449,Rüschenkissen,Trinidad Aramburu,psichel@comcast.net,(715) 989-3722," 2,456.00 € ",11/07/2014,
P0450,Laborstuhl,Luisa Arellano-Gutiérrez,miyop@verizon.net,(879) 913-3528," 4,387.00 € ",22/12/2015,
P0451,Goykay-Bauherren,Palmira Gallego Rodríguez,zyghom@comcast.net,(262) 426-5759," 1,463.00 € ",02/04/2018,
P0452,Augenregenschleife,Ciriaco Cristóbal Mayol Quintero,oster@hotmail.com,(639) 520-9390, 340.00 € ,08/04/2017,
P0453,Atenastische Systeme,Anselmo Ballesteros Rovira,philb@optonline.net,(833) 667-2656," 6,872.00 € ",28/04/2017,
P0454,Der Home-It-Service,Tatiana del Aguado,kannan@yahoo.com,(582) 579-9727," 7,688.00 € ",31/07/2012,
P0455,Grenzenlose Wissenschaft,Abilio Botella-Sierra,iamcal@gmail.com,(629) 547-3694," 2,814.00 € ",13/03/2012,
P0456,Datenpuls,Eulalia Salomé Baena Uribe,crimsane@att.net,(527) 682-3383," 4,042.00 € ",05/10/2018,
P0457,Ahiyo-Entwicklung,Adelina Calzada Gárate,kenja@aol.com,(339) 237-9697, 990.00 € ,03/10/2019,
P0458,Arbeitsschleife,Corona Palacio Valle,msherr@verizon.net,(669) 763-7966," 3,062.00 € ",05/08/2020,
P0459,Schwefel,Ismael Peiró-Gámez,sarahs@mac.com,(413) 869-0477," 2,345.00 € ",14/02/2015,
P0460,Vannini-Haus,Elvira Godoy Santana,gbacon@gmail.com,(301) 865-0583," 1,739.00 € ",19/04/2014,
P0461,Industrielle Marmeladenfabrik,Alfredo Piñeiro Malo,dpitts@live.com,(522) 620-0968," 7,462.00 € ",17/07/2017,
P0462,Tambore-Projekt,Juan Bautista Ros Quesada,eidac@live.com,(331) 697-6934," 1,526.00 € ",27/08/2021,
P0463,Ais Effizient,Román del Anglada,agolomsh@verizon.net,(221) 530-9960," 4,802.00 € ",18/01/2017,
P0464,Freude,Pascuala Coronado,camenisch@hotmail.com,(666) 703-9333, 523.00 € ,13/07/2015,
P0465,Banco-Schleife,Leire Paniagua Acevedo,vlefevre@outlook.com,(569) 677-9695," 7,540.00 € ",18/08/2015,
P0466,Großer Backup-Speicherplatz,Sofía Jiménez Soriano,wbarker@hotmail.com,(666) 682-8228," 3,144.00 € ",26/11/2018,
P0467,Dynamisches Digital,Hector Izaguirre Donoso,mugwump@att.net,(828) 999-4752," 1,665.00 € ",01/10/2012,
P0468,Digitale Taktik,Rocío Salgado Palomo,crowl@mac.com,(702) 203-1440, 829.00 € ,21/11/2013,
P0469,Summen Digital,Lucho Reguera Heredia,moxfulder@me.com,(905) 288-7767," 5,290.00 € ",01/11/2018,
P0470,Digitaler Newsframe,Viviana Bello Alberdi,ribet@hotmail.com,(763) 488-0516," 4,209.00 € ",24/12/2019,
P0471,Tolle Designs,Esmeralda Simó,sisyphus@aol.com,(780) 794-6628," 1,372.00 € ",05/04/2018,
P0472,Smartworld-Software,Alexandra del Nieto,corrada@gmail.com,(951) 730-8709," 1,660.00 € ",13/09/2013,
P0473,Kalibratorschmied,Francisca María Rosado Serna,jadavis@aol.com,(366) 439-6689," 3,211.00 € ",03/04/2013,
P0474,Adview-Designs,Artemio Martinez-Baeza,aaribaud@mac.com,(600) 908-8973," 4,697.00 € ",08/06/2013,
P0475,Avantiv,Vicenta Grau Naranjo,teverett@me.com,(738) 913-5563," 6,552.00 € ",17/08/2020,
P0476,Cq es in Katar,Cintia Corbacho Luz,rwelty@att.net,(605) 922-9912," 2,857.00 € ",15/03/2014,
P0477,DV-Beratung,José Manuel Plaza Izaguirre,richard@me.com,(751) 831-5419," 4,160.00 € ",14/11/2017,
P0478,Tun Sie dies,Augusto del Corominas,makarow@hotmail.com,(856) 224-1191," 3,304.00 € ",28/12/2014,
P0479,IT-Entwicklung auslagern,Néstor Milla,caidaperl@yahoo.com,(630) 967-6558," 1,738.00 € ",10/11/2015,
P0480,Tão Fativo,Guadalupe de Peralta,meinkej@gmail.com,(693) 592-1495," 6,229.00 € ",08/07/2020,
P0481,Controlador,Abraham Espejo,bdthomas@mac.com,(894) 346-5708, 638.00 € ,14/04/2012,
P0482,API de finanças,Nidia Mate Benito,kludge@mac.com,(654) 477-2550, 587.00 € ,08/04/2013,
P0483,Biomotivar,Reyes Córdoba Folch,rafasgj@verizon.net,(563) 743-3428," 6,565.00 € ",13/09/2021,
P0484,Metta Status_cru_lumarn,Abraham Torrijos Seco,grdschl@gmail.com,(657) 677-7992," 1,132.00 € ",24/04/2013,
P0485,Estrada Cidade de Abus,Sabina Baró Ariza,marin@icloud.com,(948) 209-0838," 2,248.00 € ",28/08/2016,
P0486,Jogador,Amado Sarmiento Diez,oracle@msn.com,(219) 204-8527," 2,583.00 € ",25/04/2015,
P0487,Esportes de equipe,Jose Ramón Juan Antonio Macias Pinedo,damian@mac.com,(334) 518-1921," 1,624.00 € ",24/01/2018,
P0488,Impacto da equipe,Lupe Mas-Cárdenas,josem@hotmail.com,(685) 564-8676," 1,474.00 € ",29/08/2017,
P0489,Software da equipe,Darío Costa Esteban,jkegl@aol.com,(789) 855-5353," 7,376.00 € ",12/12/2020,
P0490,Teknossistemas,Elisabet Díaz Macías,parsimony@live.com,(597) 557-7524," 4,824.00 € ",18/04/2018,
P0491,A montante,Xiomara Jove Tolosa,gamma@aol.com,(378) 349-5882," 4,098.00 € ",09/10/2018,
P0492,Soluções Zenitcom,Pascual del Escudero,fairbank@gmail.com,(286) 942-3369," 6,751.00 € ",22/04/2013,
P0493,2g de Fuji,Vasco Grau Acevedo,danneng@gmail.com,(234) 322-8981," 4,603.00 € ",12/02/2012,
P0494,Todo Bom Bem Depois do Logo,Cristian Verdugo Carro,ubergeeb@sbcglobal.net,(873) 517-5066," 3,937.00 € ",30/11/2017,
P0495,O outro lado,Emilio Zamorano Arce,amcuri@msn.com,(961) 315-8718," 5,086.00 € ",29/11/2016,
P0496,Madri,Lucho Ramón Romeu Sabater,skythe@comcast.net,(376) 731-9316," 3,464.00 € ",18/03/2021,
P0497,Folha de pagamento de Phoenix,Ambrosio Gabriel Aranda Solís,sekiya@outlook.com,(805) 743-3760," 6,459.00 € ",14/03/2022,
P0498,Laboratórios Generite,Nilda Amaya Guitart,salesgeek@sbcglobal.net,(338) 395-3610," 4,477.00 € ",02/12/2013,
P0499,Lógica de otimização,Clemente Barberá-Cuesta,mddallara@sbcglobal.net,(303) 304-1194," 6,455.00 € ",03/05/2017,
P0500,Gestão Caron,Chuy Gutiérrez Batlle,raides@outlook.com,(917) 626-7056," 1,738.00 € ",11/04/2013,
P0501,2cv Fábrica,Martirio Manso-Guzman,satch@sbcglobal.net,(590) 697-5599," 6,073.00 € ",30/06/2021,
P0502,Nova Cultura,Moisés Segarra,grothoff@me.com,(618) 366-6085," 6,635.00 € ",18/04/2019,
P0503,Floresta dos Ventos,Lucas Lara-Losa,msherr@yahoo.com,(245) 937-0041," 1,124.00 € ",06/08/2014,
P0504,O Rotary Clube,Amanda Ferrándiz Viana,carreras@icloud.com,(701) 532-7597," 3,541.00 € ",12/04/2017,
P0505,Transporte on-line,Tito Doménech,danneng@aol.com,(503) 697-2032," 6,855.00 € ",04/05/2020,
P0506,Boa mobilidade urbana,Sebastian de Camps,matty@yahoo.ca,(632) 222-8510," 3,580.00 € ",13/07/2015,
P0507,Bt Norte,Encarnita Gilabert Nebot,chinthaka@comcast.net,(873) 402-5342," 3,571.00 € ",18/01/2014,
P0508,Isll Consultoria,Javiera del Aparicio,noticias@me.com,(723) 568-3057, 778.00 € ,11/11/2013,
P0509,Trânsito Ferroviário,Plácido Camino Calvet,bjoern@att.net,(584) 739-9716," 5,835.00 € ",28/02/2015,
P0510,Olhos de miçangas,Beatriz Ruperta Borrás Julián,seano@optonline.net,(663) 805-7134," 1,652.00 € ",06/09/2015,
P0511,Outbre de março,Chucho Ortega Varela,crobles@yahoo.ca,(833) 885-2275," 6,963.00 € ",07/01/2022,
P0512,Recursos Csw,Purificación del Gual,zavadsky@me.com,(890) 386-3309," 7,511.00 € ",24/02/2015,
P0513,Intercidades,Dionisio Guerrero Castro,tmaek@yahoo.com,(484) 727-8983," 1,520.00 € ",10/02/2015,
P0514,Carreira por espaço,Francisca Solsona Olmedo,marin@aol.com,(740) 555-9439," 4,226.00 € ",21/01/2014,
P0515,Trammys Austrália,Odalis Santamaria-Cueto,scato@icloud.com,(818) 532-0790," 1,308.00 € ",05/03/2017,
P0516,Estradas de Ez,Leopoldo del Mulet,carcus@yahoo.ca,(515) 266-5141," 1,681.00 € ",25/05/2021,
P0517,Passeio inteligente,Ema Requena Villalonga,druschel@outlook.com,(330) 579-6730," 2,294.00 € ",29/05/2021,
P0518,Engenheiros Lbr,Teodosio Benet Samper,gamma@live.com,(288) 803-5207," 6,338.00 € ",05/07/2020,
P0519,Sabre Auto Reparação,Gabriel Oliver Peñalver,bdbrown@me.com,(547) 618-4527," 7,928.00 € ",10/07/2017,
P0520,Ilha Impacex,Felicia Sonia Sotelo Sánchez,notaprguy@comcast.net,(868) 530-3322, 328.00 € ,17/07/2020,
P0521,Nós somos seus,Pedro Juan Antonio Arrieta Fábregas,kramulous@yahoo.com,(775) 849-4539," 6,799.00 € ",29/03/2013,
P0522,Anti-Sistemas,Paula Codina Mulet,harpes@verizon.net,(986) 793-4357, 651.00 € ,14/05/2021,
P0523,Autopeças Maverick,Eusebia Sola Ayala,mkearl@gmail.com,(463) 662-6107," 8,402.00 € ",17/05/2018,
P0524,Erva Terrível,Aurelio Campillo Alberola,devphil@me.com,(908) 796-8762," 6,131.00 € ",26/05/2013,
P0525,Perfurado,Margarita Rovira Gabaldón,bmidd@verizon.net,(280) 622-6363, 960.00 € ,28/05/2012,
P0526,Cidade de Revelstoke,Fidel Pascual Fernández,lridener@live.com,(267) 613-8613," 5,766.00 € ",09/02/2016,
P0527,Serviços de garagem,Coral Coca,crowemojo@me.com,(306) 859-1505," 4,914.00 € ",02/04/2012,
P0528,Administradores,Eustaquio Fabregat,aaribaud@optonline.net,(890) 434-6124," 5,928.00 € ",17/01/2021,
P0529,Bee Auto Agência,Carina Conesa Romero,blixem@verizon.net,(770) 996-1885," 7,493.00 € ",12/11/2016,
P0530,Esportes de visão,Bernardino Joaquín Aguirre Carmona,jbailie@msn.com,(534) 235-9071," 1,720.00 € ",27/01/2014,
P0531,Lote,Leocadia Valencia-Portillo,emmanuel@yahoo.com,(996) 410-9159," 6,412.00 € ",11/07/2017,
P0532,Game Flip (sistemas de ateliê),Adela Goñi Oliva,staffelb@sbcglobal.net,(957) 496-0852," 3,640.00 € ",17/02/2012,
P0533,Plano de talentos,Tomás Rodriguez Rueda,flavell@outlook.com,(331) 278-5242," 2,912.00 € ",03/06/2018,
P0534,Nova realidade,Alfredo Bravo,oechslin@att.net,(238) 642-4801," 5,959.00 € ",10/12/2014,
P0535,Esportes de bicicleta de estrada,Odalys Serafina Conde Lladó,kewley@yahoo.com,(660) 965-6609, 596.00 € ,12/09/2018,
P0536,Técnico Iti,Salomé Bautista Sanabria,satch@verizon.net,(383) 492-8311," 6,740.00 € ",23/03/2017,
P0537,Mudança de opinião,Milagros Casas,bastian@att.net,(741) 803-0434," 8,452.00 € ",23/06/2012,
P0538,Núcleo,Ramona Dora Marcos Maestre,retoh@me.com,(293) 469-1962," 8,016.00 € ",05/09/2019,
P0539,Treinamento cruzado,José Leal Pera,andrewik@gmail.com,(290) 775-7285," 6,854.00 € ",01/09/2021,
P0540,Recodificar global,Belén Cañellas Batalla,fhirsch@hotmail.com,(829) 809-4718," 5,161.00 € ",11/04/2014,
P0541,Admitábi,Armando Aller Infante,bonmots@verizon.net,(538) 922-3412," 6,413.00 € ",20/03/2018,
P0542,Sistemas AI,Paco Cortés,marin@aol.com,(209) 732-7435," 2,446.00 € ",28/06/2015,
P0543,Camaleão,Ángela Aramburu Palmer,kalpol@outlook.com,(496) 580-9503, 648.00 € ,28/10/2021,
P0544,Transferir,Prudencia Pareja Requena,dawnsong@verizon.net,(308) 813-2736," 3,851.00 € ",25/01/2015,
P0545,Tecnologias Ouma,María Carmen Monreal Perez,stakasa@gmail.com,(592) 235-7911," 5,562.00 € ",26/04/2018,
P0546,Sistemas Bluefin,Ciro Sales-Lucas,onestab@att.net,(710) 759-3890," 5,372.00 € ",19/05/2017,
P0547,Engenharia Psi,Epifanio Ariza Barragán,jfmulder@verizon.net,(562) 317-5110," 5,557.00 € ",10/04/2017,
P0548,Consultoria Omp,Albert Revilla Lillo,codex@yahoo.com,(503) 492-1018," 7,258.00 € ",06/03/2012,
P0549,Automação residencial,Raúl Torralba Izquierdo,munjal@icloud.com,(593) 699-5294," 6,178.00 € ",12/07/2013,
P0550,Ai Sequencial,Jose Ignacio Vallés Salinas,jipsen@mac.com,(494) 338-7896," 1,124.00 € ",21/05/2017,
P0551,Solução principal,Chuy Briones Martín,kjetilk@comcast.net,(351) 615-4357," 8,486.00 € ",27/05/2012,
P0552,Sistemas Westwise,Griselda de Doménech,barnett@mac.com,(592) 649-2696," 2,915.00 € ",14/06/2021,
P0553,Móveis Artísticos Orman,Mamen Petrona Briones Llorens,marin@live.com,(536) 857-5249," 7,447.00 € ",20/03/2015,
P0554,Cidade de Lyon,Manolo Giralt Vallés,wiseb@att.net,(207) 824-3846," 2,796.00 € ",05/06/2013,
P0555,Chave mestra,Marisela de Goicoechea,wagnerch@me.com,(340) 347-9850," 6,147.00 € ",10/08/2020,
P0556,Plataforma Ph5,Jose Francisco Esteban Quevedo,miyop@verizon.net,(594) 944-2738," 5,627.00 € ",17/02/2021,
P0557,Catexc,Román del Lago,pjacklam@me.com,(489) 898-9164," 4,618.00 € ",10/05/2019,
P0558,Associados do Século,Macario Godoy Cañizares,fwiles@msn.com,(284) 312-4582," 2,423.00 € ",21/01/2022,
P0559,Abalou 4 crianças,Valero Rey,rcwil@optonline.net,(455) 474-0513," 8,224.00 € ",14/05/2012,
P0560,Tecnologia chave,Noa Álvaro Verdejo,lpalmer@mac.com,(273) 389-4804," 3,853.00 € ",21/11/2014,
P0561,Segurança da chave,Fabricio Prieto,wojciech@outlook.com,(911) 828-5250," 6,713.00 € ",06/02/2019,
P0562,Ele comeu,Ale Gabaldón Estrada,khris@outlook.com,(779) 401-3606," 3,193.00 € ",09/07/2021,
P0563,Advogados de Alzheimer,Hector del Fuentes,kronvold@gmail.com,(814) 773-0390," 1,855.00 € ",29/09/2013,
P0564,Aluguer de Kingkenny,Obdulia Beltrán Coca,noahb@verizon.net,(640) 303-2629," 5,010.00 € ",19/11/2019,
P0565,Supercasas de moda,Rufino Cazorla Ribes,inico@yahoo.ca,(468) 316-3431," 7,919.00 € ",27/10/2018,
P0566,Tudo Bedbfty,Heriberto Orozco Barba,amimojo@optonline.net,(394) 957-0805," 5,041.00 € ",16/06/2021,
P0567,Premier Internacional,Asdrubal Esteban Ruano,wayward@verizon.net,(940) 452-5220," 6,857.00 € ",31/10/2019,
P0568,Clothesópolis moderna,Bienvenida Filomena Nuñez Bautista,jramio@comcast.net,(748) 375-3201," 2,050.00 € ",12/05/2018,
P0569,Mobiliário Urbano,Edmundo Andrés Reig,specprog@aol.com,(745) 203-6599," 3,388.00 € ",16/08/2021,
P0570,Madeira de cerejeira,Carmelita Peñas Mir,feamster@icloud.com,(912) 902-2405," 1,441.00 € ",28/07/2018,
P0571,Aluguel do Bosque,Ciro Chacón Leal,tromey@yahoo.ca,(511) 323-6772," 5,456.00 € ",10/10/2015,
P0572,Mundo de Matsuri,Jacinta Quesada Grande,gboss@gmail.com,(706) 219-9236, 685.00 € ,07/01/2019,
P0573,Parece Móveis,Édgar Campoy Rico,chrisj@mac.com,(670) 359-0211," 5,575.00 € ",12/02/2022,
P0574,Vidro Brante,Ruy Priego Oller,keijser@yahoo.ca,(674) 515-5954, 532.00 € ,16/02/2016,
P0575,Um Rolo,Encarnación Iniesta,uraeus@comcast.net,(553) 332-6141," 1,167.00 € ",21/11/2018,
P0576,Móveis DC,José Luis Blázquez Landa,kjetilk@aol.com,(941) 425-9891," 7,965.00 € ",02/10/2019,
P0577,Café Móveis,José Colom Redondo,zyghom@optonline.net,(227) 453-2492," 7,390.00 € ",26/01/2016,
P0578,Almofadas com babados,Mamen Eufemia Ortuño Marí,floxy@yahoo.com,(667) 540-4015," 2,096.00 € ",01/04/2019,
P0579,Cadeira de laboratório,Amílcar Valls Sancho,pontipak@icloud.com,(597) 641-1701," 3,769.00 € ",11/09/2015,
P0580,Construtores de Goykay,Salud Larrea Álvaro,treit@optonline.net,(916) 472-9468," 3,635.00 € ",31/01/2013,
P0581,Sistemas Ateniticos,Febe Cornejo Mascaró,bmidd@yahoo.ca,(370) 424-7914," 5,733.00 € ",21/02/2017,
P0582,O serviço de casa,Azahar Amigó Mateos,rddesign@sbcglobal.net,(892) 440-9176," 6,028.00 € ",22/06/2020,
P0583,Ciência sem limites,Nadia Maite Roldán Sacristán,yfreund@aol.com,(842) 319-7045, 267.00 € ,11/09/2016,
P0584,Desenvolvimento Ahiyo,Valentina Felisa Morillo Cañete,haddawy@att.net,(547) 992-0607," 7,096.00 € ",23/12/2021,
P0585,Ciclo de trabalho,Camilo Nicolás Canet Farré,wayward@sbcglobal.net,(905) 213-8868," 2,082.00 € ",15/02/2012,
P0586,Enxofre,Jimena Llanos Hierro,multiplx@att.net,(403) 940-7594," 4,404.00 € ",24/04/2014,
P0587,Cromática,Saturnina Armengol Juárez,kmiller@outlook.com,(978) 818-9626," 3,355.00 € ",15/12/2013,
P0588,Casa Vannini,Asunción Real Vilaplana,uraeus@hotmail.com,(371) 738-9753," 7,373.00 € ",12/05/2016,
P0589,Fábrica de geleia industrial,Toribio Maestre Cueto,mbrown@sbcglobal.net,(366) 561-0018," 6,916.00 € ",01/03/2012,
P0590,Projeto Tamboré,Nicolás Olegario Carpio Cordero,microfab@comcast.net,(436) 202-2284, 636.00 € ,14/07/2014,
P0591,Eficiente,Ezequiel Zamora Alegre,tellis@gmail.com,(308) 898-6409," 6,435.00 € ",05/08/2015,
P0592,Alegria,Ovidio Piña Gomez,facet@hotmail.com,(245) 477-6795," 3,897.00 € ",13/12/2012,
P0593,Grande espaço de backup,Toño Acevedo Robles,danny@outlook.com,(405) 569-8173, 201.00 € ,19/03/2015,
P0594,Digital Dinâmico,Natalia Sola Solano,raides@verizon.net,(803) 546-7674," 5,728.00 € ",21/05/2017,
P0595,Digital em Foco,Heliodoro Roura Ángel,richard@sbcglobal.net,(699) 716-9878," 2,102.00 € ",23/11/2012,
P0596,Táticas Digitais,Jenny Valderrama Abril,goldberg@yahoo.com,(604) 700-8007," 7,454.00 € ",06/07/2015,
P0597,Zumbido Digital,Adriana Guerrero Gordillo,kwilliams@yahoo.com,(235) 878-0052," 5,648.00 € ",17/06/2017,
P0598,Quadro de notícias digital,Leopoldo Acero,yfreund@msn.com,(918) 832-8086," 7,104.00 € ",03/01/2019,
P0599,Ótimos designs,Eva María Garmendia Lloret,stevelim@sbcglobal.net,(381) 488-1289," 6,347.00 € ",29/10/2016,
P0600,Software Smartworld,Zacarías Aragón,lahvak@live.com,(214) 474-1695, 375.00 € ,17/08/2018,
P0601,ferreiro calibrador,Isabela Noguera,mavilar@mac.com,(804) 936-6456," 4,997.00 € ",08/03/2012,
P0602,Pense 360,Calixto Losada Gelabert,budinger@att.net,(579) 461-0597," 5,440.00 € ",10/07/2019,
P0603,Designs do Adview,Anunciación Peñas,earmstro@att.net,(768) 861-6777," 7,245.00 € ",04/12/2017,
P0604,Avançada,Fabiola Carpio-Pagès,nachbaur@verizon.net,(830) 731-7426, 733.00 € ,10/09/2019,
P0605,Tecnológico Periazzo,Teo Quero Beltrán,webinc@outlook.com,(470) 328-5568, 727.00 € ,28/12/2015,
P0606,Cq It No Catar,Obdulia Ainara Pinedo Bravo,killmenow@yahoo.ca,(473) 245-4520," 3,370.00 € ",26/06/2013,
P0607,Consultoria de desenvolvimento,Reyna Villalobos Oller,jguyer@live.com,(940) 754-1784," 3,954.00 € ",21/01/2012,
P0608,Faça isso,Milagros Gallart Conesa,druschel@yahoo.com,(280) 807-7001," 6,095.00 € ",31/08/2020,
P0609,Desenvolvimento de TI terceirizado,Adelia Alcaraz Soria,joglo@me.com,(514) 505-4450," 3,864.00 € ",11/06/2019,
P0610,Tan factiu,Maura de Alba,jwarren@hotmail.com,(860) 664-7885," 3,531.00 € ",19/01/2013,
P0611,Carretera Ciutat d'Abus,Etelvina del Márquez,hling@yahoo.com,(411) 331-6830," 3,072.00 € ",15/09/2017,
P0612,Jugador,Cornelio Bauzà Alberola,dunstan@att.net,(548) 526-5186," 4,961.00 € ",26/08/2021,
P0613,Equip Esports,Heliodoro Aguiló Pardo,jgoerzen@gmail.com,(727) 702-1618," 4,867.00 € ",16/01/2019,
P0614,Impacte de l'equip,Nilda Amat Juliá,munge@msn.com,(871) 370-2133," 2,017.00 € ",19/09/2016,
P0615,Programari d'equip,Américo Gilberto Soria Morcillo,mhoffman@comcast.net,(836) 215-3509," 1,018.00 € ",01/07/2013,
P0616,Teknosistemes,Catalina Vazquez Vergara,phish@me.com,(840) 962-1870," 4,542.00 € ",30/04/2013,
P0617,Riu amunt,Angelino Pozuelo Diéguez,tromey@optonline.net,(383) 291-5866," 1,780.00 € ",24/01/2014,
P0618,Solucions Zenitcom,Salomé Mateo Huguet,enintend@att.net,(648) 913-4187," 2,558.00 € ",20/04/2015,
P0619,Fuji de 2 grams,Paloma Alberto Morell,mlewan@outlook.com,(375) 244-3899," 7,726.00 € ",26/01/2016,
P0620,Myvitchco,Rufina Tomé Salmerón,mailarc@yahoo.ca,(985) 481-7877," 1,074.00 € ",05/03/2016,
P0621,Tot el logotip de Good Good After,Natalia Baró Cañete,tedrlord@live.com,(980) 463-2254," 4,383.00 € ",01/04/2020,
P0622,Grup Labora,Lorena Robledo,tbmaddux@sbcglobal.net,(760) 644-7997," 1,581.00 € ",29/05/2017,
P0623,L'altra banda,Azucena Arnaiz Beltran,avalon@outlook.com,(531) 815-1151," 7,933.00 € ",04/11/2016,
P0624,Mirgia,Clara Sanjuan Guerrero,pappp@live.com,(914) 720-0136," 6,433.00 € ",18/07/2015,
P0625,Casa Robotank,Aránzazu Morillo Berenguer,starstuff@aol.com,(864) 913-4164," 1,703.00 € ",27/06/2012,
P0626,Nómina Phoenix,Rosalinda Palmer Palau,fmtbebuck@outlook.com,(984) 626-1861," 1,314.00 € ",13/05/2013,
P0627,Lògica d'optimització,Valeria Caballero Mur,rattenbt@att.net,(233) 441-6017," 2,036.00 € ",09/11/2018,
P0628,Gestió Caron,Xiomara Serna,stewwy@mac.com,(393) 668-4150," 6,618.00 € ",01/01/2022,
P0629,Fàbrica de 2cv,Melchor Barberá Rey,gemmell@msn.com,(679) 282-7817," 2,165.00 € ",05/09/2013,
P0630,Bosc Ventós,Mariana Alvarez-Roca,rcwil@sbcglobal.net,(943) 737-3322," 4,325.00 € ",26/08/2018,
P0631,El Rotary Club,Candela de Álvarez,noahb@icloud.com,(340) 833-4316," 3,159.00 € ",31/03/2018,
P0632,Transport en línia,Goyo Gomez Garmendia,mleary@sbcglobal.net,(754) 917-2841," 5,131.00 € ",19/01/2017,
P0633,Bona mobilitat a la ciutat,Jesusa Molins,odlyzko@gmail.com,(871) 634-5979," 7,168.00 € ",23/07/2018,
P0634,Trànsit ferroviari,Sosimo Téllez,caidaperl@verizon.net,(255) 735-0363," 4,685.00 € ",24/11/2020,
P0635,Laboratoris Saatchi,Claudia Amaya Medina,adillon@gmail.com,(743) 547-1331," 4,648.00 € ",16/04/2018,
P0636,Interciutats,Elba Ferrera Colomer,evilopie@gmail.com,(624) 874-7647," 3,770.00 € ",25/09/2016,
P0637,Carrera per espai,Agustina de Infante,odlyzko@live.com,(534) 558-4441," 6,278.00 € ",03/01/2018,
P0638,Dinàmica Walna,Julián Ruiz-Badía,jfinke@verizon.net,(913) 528-2635," 8,243.00 € ",30/11/2013,
P0639,Trammys Austràlia,Maxi Celia Salazar Iniesta,scato@comcast.net,(670) 433-7505," 6,189.00 € ",20/09/2021,
P0640,Carrers Ez,Kike Camino Armengol,rkobes@me.com,(405) 270-3777," 1,105.00 € ",26/04/2018,
P0641,Passeig intel·ligent,Coral Tudela,makarow@verizon.net,(204) 571-0033," 1,282.00 € ",21/09/2019,
P0642,Lbr Enginyers,Rosalía Rubio Donaire,dhwon@icloud.com,(432) 713-0707, 649.00 € ,06/04/2022,
P0643,Reparació d'automòbils Sabre,Martina Salamanca Arce,tfinniga@me.com,(514) 599-9281," 2,454.00 € ",29/11/2016,
P0644,Illa Impacex,Juan Francisco de Morante,intlprog@yahoo.com,(986) 394-6481, 336.00 € ,13/02/2019,
P0645,Som teus,Tristán Zamorano Alegria,rnelson@live.com,(386) 612-2027," 2,387.00 € ",18/12/2020,
P0646,Antisistemes,Aurora Sola Pavón,danneng@yahoo.ca,(835) 678-6977," 5,824.00 € ",05/12/2017,
P0647,Peces d'automòbils Maverick,Jesús Gomis Nevado,stefano@sbcglobal.net,(292) 292-4616," 2,307.00 € ",11/05/2020,
P0648,Ciutat de Revelstoke,Adalberto Ortiz Meléndez,fukuchi@yahoo.com,(775) 733-8457," 8,472.00 € ",10/09/2016,
P0649,Serveis de garatge,Leocadio Pagès Mendizábal,konst@yahoo.com,(372) 347-8353," 4,633.00 € ",28/04/2020,
P0650,Direcció Mrzio,Luisina Higueras-Clavero,jshirley@verizon.net,(615) 778-2959," 7,766.00 € ",12/03/2020,
P0651,Administradors,Victoriano Fabra-Viñas,nanop@hotmail.com,(416) 245-3179," 5,011.00 € ",26/04/2022,
P0652,Agència Bee Auto,Saturnina Parejo Portillo,raides@me.com,(739) 948-0623," 4,816.00 € ",29/02/2020,
P0653,Visió esportiva,Nayara Gonzalo Manzanares,jtorkbob@optonline.net,(414) 340-8023," 6,503.00 € ",08/12/2016,
P0654,Nou Vr,Norberto del Peña,skoch@verizon.net,(791) 355-4360," 2,196.00 € ",02/04/2013,
P0655,Esports amb bicicleta de carretera,Pablo Rojas,skaufman@optonline.net,(714) 385-9998," 5,993.00 € ",06/10/2012,
P0656,Iti Tècnic,Calixta Pallarès,jamuir@hotmail.com,(990) 448-2648," 8,365.00 € ",28/04/2017,
P0657,Canvi de pensament,Trinidad Valencia Pablo,ramollin@msn.com,(970) 709-5227," 4,944.00 € ",05/01/2017,
P0658,Nucli,Cleto Gargallo Rodrigo,mirod@att.net,(350) 767-0078," 2,241.00 € ",19/03/2021,
P0659,Entrenament creuat,Edelmiro Alcolea Castells,catalog@hotmail.com,(570) 624-3623," 5,623.00 € ",20/02/2018,
P0660,Sistemes Ai,Adoración de Carmona,geekgrl@hotmail.com,(785) 593-7104," 1,345.00 € ",26/04/2020,
P0661,Camaleó,Amor Espinosa Rivas,kingjoshi@verizon.net,(701) 725-6313," 4,154.00 € ",10/09/2013,
P0662,Tecnologies Ouma,Vilma de Cabeza,yfreund@sbcglobal.net,(386) 336-0579," 7,600.00 € ",15/10/2020,
P0663,Sistemes Bluefin,Florina Arrieta Infante,jfreedma@comcast.net,(866) 748-0444," 2,476.00 € ",05/09/2018,
P0664,Enginyeria Psi,María Amaro Moreno Reyes,leocharre@mac.com,(544) 213-4553," 1,801.00 € ",25/03/2016,
P0665,Lògica,María Manuela Sola Jover,agolomsh@live.com,(956) 587-5283," 1,951.00 € ",03/01/2021,
P0666,Domòtica,Regina Rosa Macías,formis@live.com,(476) 955-4567," 6,545.00 € ",10/05/2019,
P0667,Empreses Eilis,Maximino Figueras,ntegrity@hotmail.com,(620) 774-4600," 4,393.00 € ",27/09/2019,
